2026/01/22 13:03:57 Using database: /Users/ahmedhamid/Documents/FastCRM/FastCRM/fastcrm/fastcrm.db
2026/01/22 13:03:57 WARNING: Using default JWT secret. Set JWT_SECRET in production!
2026/01/22 13:03:57 Starting FastCRM API on port 8080

 ┌───────────────────────────────────────────────────┐ 
 │                   Fiber v2.52.0                   │ 
 │               http://127.0.0.1:8080               │ 
 │       (bound on host 0.0.0.0 and port 8080)       │ 
 │                                                   │ 
 │ Handlers ........... 193  Processes ........... 1 │ 
 │ Prefork ....... Disabled  PID .............. 4245 │ 
 └───────────────────────────────────────────────────┘ 

13:03:58 | 200 |    3.783667ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:11:59 | 200 |         363µs | 127.0.0.1 | GET | /api/v1/entities/TestObject/def | -
13:11:59 | 200 |     434.166µs | 127.0.0.1 | GET | /api/v1/entities/TestObject/fields | -
13:11:59 | 200 |    1.740916ms | 127.0.0.1 | GET | /api/v1/entities/TestObject/layouts/list | -
13:11:59 | 200 |    2.022167ms | 127.0.0.1 | GET | /api/v1/entities/TestObject/records | -
13:11:59 | 200 |     391.125µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:11:59 | 200 |     918.167µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:11:59 | 200 |    1.102083ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:11:59 | 200 |     962.292µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:12:01 | 200 |      224.75µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:12:01 | 200 |     232.125µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
13:12:01 | 200 |       436.5µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:12:01 | 200 |    1.551459ms | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
13:12:01 | 200 |     385.208µs | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
13:12:01 | 200 |     471.958µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFK3MBAA0007ZP8 | -
13:12:06 | 200 |     565.042µs | 127.0.0.1 | GET | /api/v1/admin/entities | -
13:12:07 | 200 |     312.375µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:12:07 | 200 |       436.5µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:12:08 | 200 |     301.875µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:12:08 | 200 |     133.541µs | 127.0.0.1 | GET | /api/v1/admin/field-types | -
13:12:08 | 200 |     133.375µs | 127.0.0.1 | GET | /api/v1/admin/entities | -
13:12:08 | 200 |      362.25µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:12:34 | 204 |     1.51575ms | 127.0.0.1 | DELETE | /api/v1/admin/entities/Case/fields/accountId | -
13:12:34 | 200 |       84.75µs | 127.0.0.1 | GET | /api/v1/admin/field-types | -
13:12:34 | 200 |     271.666µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:12:34 | 200 |     454.541µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:12:34 | 200 |    2.187667ms | 127.0.0.1 | GET | /api/v1/admin/entities | -
13:12:41 | 204 |    1.641167ms | 127.0.0.1 | DELETE | /api/v1/admin/entities/Case/fields/contactId | -
13:12:41 | 200 |       142.5µs | 127.0.0.1 | GET | /api/v1/admin/field-types | -
13:12:41 | 200 |     432.042µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:12:41 | 200 |     178.708µs | 127.0.0.1 | GET | /api/v1/admin/entities | -
13:12:41 | 200 |     2.63275ms | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:12:48 | 200 |     322.958µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:12:48 | 200 |      564.75µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:12:48 | 200 |    1.462417ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:12:48 | 200 |     930.667µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:12:56 | 200 |     290.291µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:12:56 | 200 |     407.416µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:13:50 | 201 |    2.182708ms | 127.0.0.1 | POST | /api/v1/entities/Case/records | -
13:13:50 | 200 |     358.375µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:13:50 | 200 |     267.209µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
13:13:50 | 200 |     535.208µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:13:50 | 200 |     206.375µs | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
13:13:50 | 200 |     313.833µs | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
13:13:50 | 200 |     661.333µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
13:13:55 | 200 |      254.25µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:13:55 | 200 |     347.583µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:13:56 | 200 |     356.708µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:13:56 | 200 |      57.917µs | 127.0.0.1 | GET | /api/v1/admin/field-types | -
13:13:56 | 200 |     380.625µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:13:56 | 200 |     342.375µs | 127.0.0.1 | GET | /api/v1/admin/entities | -
13:14:01 | 204 |    1.795916ms | 127.0.0.1 | DELETE | /api/v1/admin/entities/Case/fields/subject | -
13:14:01 | 200 |     280.167µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:14:01 | 200 |     101.709µs | 127.0.0.1 | GET | /api/v1/admin/field-types | -
13:14:01 | 200 |     415.375µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:14:01 | 200 |    2.572084ms | 127.0.0.1 | GET | /api/v1/admin/entities | -
13:14:03 | 200 |      302.25µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:14:03 | 200 |     504.584µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:14:03 | 200 |    1.514875ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:14:03 | 200 |     913.958µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:14:07 | 200 |     453.167µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:14:07 | 200 |     571.292µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:14:07 | 200 |     629.709µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
13:14:11 | 200 |       403.5µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:14:11 | 200 |     544.083µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:14:11 | 200 |    1.792791ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:14:11 | 200 |     982.959µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:14:20 | 200 |     319.583µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:14:20 | 200 |         191µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
13:14:20 | 200 |     445.583µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:14:20 | 200 |     414.292µs | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
13:14:20 | 200 |    1.877625ms | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
13:14:20 | 200 |     543.417µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFK3MBAA0007ZP8 | -
13:14:22 | 200 |      419.25µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:14:22 | 200 |      443.25µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:14:24 | 200 |     363.042µs | 127.0.0.1 | GET | /api/v1/admin/entities | -
13:14:26 | 200 |     267.375µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:14:26 | 200 |     340.125µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:14:32 | 200 |     393.167µs | 127.0.0.1 | GET | /api/v1/admin/entities | -
13:14:33 | 200 |     273.125µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:14:33 | 200 |      317.25µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:14:34 | 200 |     366.041µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:14:34 | 200 |     358.958µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:14:36 | 200 |     275.709µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:14:36 | 200 |     360.458µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:14:36 | 200 |     305.584µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/layouts/list/v2 | -
13:14:50 | 200 |     1.64325ms | 127.0.0.1 | PUT | /api/v1/admin/entities/Case/layouts/list/v2 | -
13:14:52 | 200 |     421.875µs | 127.0.0.1 | GET | /api/v1/admin/entities | -
13:14:56 | 200 |     339.042µs | 127.0.0.1 | GET | /api/v1/admin/entities/TestObject | -
13:14:56 | 200 |     279.834µs | 127.0.0.1 | GET | /api/v1/admin/entities/TestObject/fields | -
13:14:59 | 200 |     333.875µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:14:59 | 200 |       595.5µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:14:59 | 200 |    1.796791ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:14:59 | 200 |     932.083µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:15:05 | 200 |     396.208µs | 127.0.0.1 | GET | /api/v1/admin/entities | -
13:15:05 | 200 |     251.958µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:15:05 | 200 |     316.917µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:15:06 | 200 |     358.375µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:15:06 | 200 |     360.208µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:15:08 | 200 |     370.875µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:15:08 | 200 |     361.042µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:15:08 | 200 |       235.5µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/layouts/list/v2 | -
13:15:10 | 200 |    1.587291ms | 127.0.0.1 | PUT | /api/v1/admin/entities/Case/layouts/list/v2 | -
13:15:10 | 200 |    1.686334ms | 127.0.0.1 | PUT | /api/v1/admin/entities/Case/layouts/list/v2 | -
13:15:17 | 200 |     520.375µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:15:17 | 200 |     548.875µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:15:17 | 200 |    2.059917ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:15:17 | 200 |     965.542µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:15:40 | 200 |     161.792µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:15:40 | 200 |     102.083µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:15:40 | 200 |     212.167µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:15:40 | 200 |    1.487167ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:15:40 | 200 |     451.667µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:16:00 | 401 |      16.208µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:16:43 | 200 |     132.042µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:16:43 | 200 |     341.458µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:16:43 | 200 |    1.943125ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:16:43 | 200 |    2.050667ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:16:43 | 200 |     457.292µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:16:46 | 200 |     201.667µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:16:46 | 200 |     639.792µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:16:46 | 200 |    2.229333ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:16:46 | 200 |    2.280208ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:16:46 | 200 |     407.667µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:34:53 | 200 |     655.458µs | 127.0.0.1 | GET | /api/v1/admin/entities | -
13:34:54 | 200 |     299.584µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:34:54 | 200 |     614.584µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:34:55 | 200 |      284.25µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:34:55 | 200 |     467.125µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:34:56 | 200 |     351.375µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:34:56 | 200 |     421.708µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:34:56 | 200 |     376.375µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/layouts/list/v2 | -
13:35:48 | 200 |     112.417µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:35:48 | 200 |     202.083µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:35:48 | 200 |    1.250458ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:35:48 | 200 |     100.333µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/layouts/list/v2 | -
13:36:02 | 200 |     115.542µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:36:02 | 200 |     156.333µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:36:02 | 200 |     981.208µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:36:02 | 200 |      81.083µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/layouts/list | -
13:36:08 | 200 |     111.833µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:36:08 | 200 |      88.208µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:36:08 | 200 |      871.25µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:36:08 | 200 |      84.458µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/layouts/list | -
13:36:21 | 200 |     109.791µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:36:21 | 200 |     202.417µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:36:21 | 200 |     969.959µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:36:21 | 200 |       80.25µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/layouts/list | -
13:36:29 | 200 |     110.916µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:36:29 | 200 |     231.125µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:36:29 | 200 |     939.041µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:36:29 | 200 |      80.709µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/layouts/list | -
13:37:10 | 200 |     111.834µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:37:10 | 200 |     112.042µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:37:10 | 200 |     1.15375ms | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:37:10 | 200 |      77.584µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/layouts/list | -
13:37:19 | 200 |     122.917µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:37:19 | 200 |     218.875µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:37:19 | 200 |    1.017583ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:37:19 | 200 |      73.917µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/layouts/list | -
13:37:38 | 200 |     652.083µs | 127.0.0.1 | PUT | /api/v1/admin/entities/Case/layouts/list | -
13:37:56 | 200 |     125.167µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:37:56 | 200 |     146.916µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:37:56 | 200 |    2.272417ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:37:56 | 200 |    2.366291ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:37:56 | 200 |     715.916µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:39:22 | 200 |     350.083µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:39:22 | 200 |     195.542µs | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
13:39:22 | 200 |     488.458µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:39:22 | 200 |     605.584µs | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
13:39:22 | 200 |    5.160917ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
13:39:22 | 200 |     1.02725ms | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
13:39:28 | 200 |     402.584µs | 127.0.0.1 | GET | /api/v1/admin/entities | -
13:39:29 | 200 |     339.042µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:39:29 | 200 |     443.584µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:39:30 | 200 |      306.75µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:39:30 | 200 |     337.958µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:39:35 | 200 |     281.667µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case | -
13:39:35 | 200 |     350.459µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/fields | -
13:39:35 | 200 |     211.375µs | 127.0.0.1 | GET | /api/v1/admin/entities/Case/layouts/list | -
13:39:44 | 200 |    1.749333ms | 127.0.0.1 | PUT | /api/v1/admin/entities/Case/layouts/list | -
13:39:45 | 200 |         323µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:39:45 | 200 |     634.666µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:39:45 | 200 |    1.627708ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:39:45 | 200 |    1.047875ms | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:39:54 | 200 |     327.959µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:39:54 | 200 |     547.125µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:39:54 | 200 |       858.5µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
13:39:56 | 200 |     160.167µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:39:56 | 200 |       86.75µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:39:56 | 200 |     396.625µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:39:56 | 200 |     445.459µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:45:55 | 200 |     317.792µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:45:55 | 200 |     356.208µs | 127.0.0.1 | GET | /api/v1/entities/Case/related-list-configs | -
13:45:55 | 200 |     681.417µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:45:55 | 200 |    2.159583ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/detail | -
13:45:55 | 200 |     529.417µs | 127.0.0.1 | GET | /api/v1/entities/Case/bearings | -
13:45:55 | 200 |     668.583µs | 127.0.0.1 | GET | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
13:45:56 | 200 |    1.825167ms | 127.0.0.1 | PATCH | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
13:45:57 | 200 |    1.839917ms | 127.0.0.1 | PATCH | /api/v1/entities/Case/records/RecKFKEK9VQ000A1K8 | -
13:46:01 | 200 |     399.958µs | 127.0.0.1 | GET | /api/v1/pages/by-slug/dashboard | -
13:46:01 | 200 |     324.875µs | 127.0.0.1 | GET | /api/v1/pages/by-slug/dashboard | -
13:46:02 | 200 |     350.291µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:46:02 | 200 |     570.583µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:46:02 | 200 |     2.05625ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:46:02 | 200 |      965.75µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:49:23 | 200 |     510.334µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:49:23 | 200 |     477.333µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:49:23 | 200 |     166.208µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:49:23 | 200 |     269.125µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:49:23 | 200 |    1.054709ms | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:49:35 | 200 |     134.958µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:49:35 | 200 |     313.375µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:49:35 | 200 |       2.012ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:49:35 | 200 |    2.098875ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:49:35 | 200 |     878.667µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:49:39 | 200 |         150µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:49:39 | 200 |      83.833µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:49:39 | 200 |     455.583µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:49:39 | 200 |      1.0535ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:49:39 | 200 |     462.375µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:49:50 | 200 |     242.625µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:49:50 | 200 |     347.875µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:49:50 | 200 |     216.958µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:49:50 | 200 |    1.398791ms | 127.0.0.1 | GET | /api/v1/navigation | -
13:49:50 | 200 |     425.834µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:49:55 | 200 |     189.834µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:49:55 | 200 |     452.792µs | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:49:55 | 200 |    2.192584ms | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:49:55 | 200 |       2.194ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:49:55 | 200 |     420.917µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:50:09 | 200 |     111.958µs | 127.0.0.1 | GET | /api/v1/navigation | -
13:50:09 | 200 |       152.5µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
13:50:09 | 200 |    2.114209ms | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:50:09 | 200 |    2.438958ms | 127.0.0.1 | GET | /api/v1/entities/Case/fields | -
13:50:09 | 200 |     430.875µs | 127.0.0.1 | GET | /api/v1/entities/Case/records | -
13:50:13 | 200 |     141.125µs | 127.0.0.1 | GET | /api/v1/entities/Case/layouts/list | -
13:50:13 | 200 |       151.5µs | 127.0.0.1 | GET | /api/v1/entities/Case/def | -
